show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5524,Movie,Title_5524,Director_516,"Actor_427, Actor_4908, Actor_1227",South Korea,"July 7, 2021",2011,R,135 min,Anime Features,A movie in the Anime Features genre from South Korea.
s5525,TV Show,Title_5525,Director_1865,"Actor_1191, Actor_576, Actor_3691, Actor_1699",India,"February 26, 2018",2003,TV-MA,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from India.
s5526,TV Show,Title_5526,Director_422,"Actor_2333, Actor_3910, Actor_807",United Kingdom,"April 24, 2022",2021,TV-MA,2 Seasons,TV Dramas,A tv show in the TV Dramas genre from United Kingdom.
s5527,Movie,Title_5527,Director_480,"Actor_1556, Actor_845",United States,"August 27, 2023",2020,TV-MA,131 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5528,Movie,Title_5528,Director_1589,"Actor_4376, Actor_2052, Actor_306, Actor_3745",Germany,"September 25, 2018",2006,PG-13,159 min,Romantic Movies,A movie in the Romantic Movies genre from Germany.
s5529,TV Show,Title_5529,Director_1435,"Actor_2263, Actor_3232, Actor_4225",United States,"November 15, 2023",2019,TV-MA,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5530,Movie,Title_5530,Director_676,"Actor_1245, Actor_1092, Actor_4040, Actor_325",Spain,"January 3, 2021",2021,TV-14,103 min,Romantic Movies,A movie in the Romantic Movies genre from Spain.
s5531,TV Show,Title_5531,Director_1803,"Actor_2631, Actor_1920",Japan,"January 28, 2021",2011,TV-14,2 Seasons,Anime Series,A tv show in the Anime Series genre from Japan.
s5532,Movie,Title_5532,Director_886,"Actor_1808, Actor_2568, Actor_2016, Actor_4463",India,"September 19, 2022",2008,TV-14,152 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s5533,Movie,Title_5533,Director_336,"Actor_2067, Actor_632, Actor_569, Actor_3033",United States,"December 3, 2020",2019,TV-MA,120 min,Dramas,A movie in the Dramas genre from United States.
s5534,Movie,Title_5534,Director_1649,"Actor_1585, Actor_3160, Actor_3278, Actor_1464, Actor_424",United States,"December 2, 2017",2017,TV-MA,138 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5535,TV Show,Title_5535,Director_1908,"Actor_4643, Actor_4764",India,"May 15, 2020",2013,TV-G,5 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from India.
s5536,Movie,Title_5536,Director_477,"Actor_2922, Actor_1091, Actor_3564",Turkey,"July 5, 2015",2002,R,106 min,Romantic Movies,A movie in the Romantic Movies genre from Turkey.
s5537,Movie,Title_5537,Director_836,"Actor_909, Actor_1333",Canada,"June 15, 2019",2018,PG-13,106 min,Children & Family Movies,A movie in the Children & Family Movies genre from Canada.
s5538,Movie,Title_5538,Director_709,"Actor_399, Actor_2065, Actor_168",Others,"November 11, 2020",2015,TV-MA,105 min,Dramas,A movie in the Dramas genre from Others.
s5539,Movie,Title_5539,Director_324,"Actor_80, Actor_3895, Actor_2962, Actor_4965, Actor_1759",India,"September 15, 2022",2013,TV-MA,140 min,Crime Movies,A movie in the Crime Movies genre from India.
s5540,Movie,Title_5540,Director_614,"Actor_4540, Actor_1061, Actor_2023, Actor_1233",United States,"April 18, 2018",2008,PG-13,164 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s5541,TV Show,Title_5541,Director_1076,"Actor_1001, Actor_4469",United Kingdom,"April 16, 2017",2014,TV-MA,3 Seasons,TV Comedies,A tv show in the TV Comedies genre from United Kingdom.
s5542,TV Show,Title_5542,Director_568,"Actor_4090, Actor_638, Actor_1095, Actor_4577",India,"May 7, 2020",2015,TV-G,4 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from India.
s5543,Movie,Title_5543,Director_1798,"Actor_54, Actor_2062, Actor_759, Actor_4649, Actor_1627",United States,"June 18, 2020",2006,TV-14,157 min,Dramas,A movie in the Dramas genre from United States.
s5544,Movie,Title_5544,Director_670,"Actor_4645, Actor_2693",Argentina,"December 7, 2018",2010,PG-13,119 min,Comedies,A movie in the Comedies genre from Argentina.
s5545,Movie,Title_5545,Director_53,"Actor_4641, Actor_2002, Actor_4530, Actor_4457",United States,"May 9, 2018",2010,R,77 min,Anime Features,A movie in the Anime Features genre from United States.
s5546,Movie,Title_5546,Director_1349,"Actor_2675, Actor_4296, Actor_484",United States,"April 22, 2020",2020,G,86 min,Documentaries,A movie in the Documentaries genre from United States.
s5547,Movie,Title_5547,Director_1032,"Actor_2320, Actor_4240",United States,"October 24, 2022",2017,TV-MA,140 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s5548,Movie,Title_5548,Director_1000,"Actor_3305, Actor_2466, Actor_1093, Actor_1499",United Kingdom,"June 14, 2019",2015,R,138 min,Dramas,A movie in the Dramas genre from United Kingdom.
s5549,TV Show,Title_5549,Director_1649,"Actor_491, Actor_2407, Actor_1152, Actor_4346, Actor_368",India,"January 9, 2020",2019,TV-MA,1 Season,Kids' TV,A tv show in the Kids' TV genre from India.
s5550,Movie,Title_5550,Director_1851,"Actor_3629, Actor_3458, Actor_1758, Actor_1603",United States,"October 10, 2017",2006,PG-13,138 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5551,Movie,Title_5551,Director_1905,"Actor_3674, Actor_334, Actor_930, Actor_1997",Japan,"September 1, 2021",2013,R,158 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Japan.
s5552,Movie,Title_5552,Director_223,"Actor_4040, Actor_4873",Others,"May 19, 2020",2005,TV-MA,118 min,Dramas,A movie in the Dramas genre from Others.
s5553,Movie,Title_5553,Director_42,"Actor_1420, Actor_3998",United Kingdom,"April 4, 2020",2019,TV-MA,102 min,Horror Movies,A movie in the Horror Movies genre from United Kingdom.
s5554,Movie,Title_5554,Director_996,"Actor_589, Actor_4620, Actor_76, Actor_2042",Brazil,"June 12, 2018",2008,NR,114 min,Comedies,A movie in the Comedies genre from Brazil.
s5555,TV Show,Title_5555,Director_1867,"Actor_4546, Actor_3317",United States,"October 21, 2022",2020,TV-MA,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s5556,Movie,Title_5556,Director_1544,"Actor_4063, Actor_1307, Actor_2071, Actor_727",India,"February 23, 2021",2015,PG,61 min,Dramas,A movie in the Dramas genre from India.
s5557,Movie,Title_5557,Director_1629,"Actor_3195, Actor_4642, Actor_4167",India,"June 23, 2023",2016,R,124 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s5558,Movie,Title_5558,Director_455,"Actor_4071, Actor_2343, Actor_4670, Actor_1497",France,"January 12, 2019",2013,PG-13,180 min,Comedies,A movie in the Comedies genre from France.
s5559,TV Show,Title_5559,Director_1486,"Actor_2215, Actor_2901, Actor_3328",Indonesia,"January 16, 2016",2003,TV-G,6 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from Indonesia.
s5560,Movie,Title_5560,Director_796,"Actor_2462, Actor_2641, Actor_2041, Actor_1845, Actor_3076",United States,"November 6, 2021",2021,PG,135 min,Comedies,A movie in the Comedies genre from United States.
s5561,Movie,Title_5561,Director_61,"Actor_3940, Actor_807, Actor_2600",United States,"September 27, 2021",2020,TV-14,135 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s5562,Movie,Title_5562,Director_1866,"Actor_1635, Actor_4326, Actor_3459, Actor_915, Actor_3833",United States,"December 5, 2022",2012,R,121 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5563,Movie,Title_5563,Director_213,"Actor_4153, Actor_777, Actor_239, Actor_2941, Actor_1257",United States,"June 17, 2021",2012,PG-13,84 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5564,Movie,Title_5564,Director_434,"Actor_2546, Actor_1458, Actor_586, Actor_955",United States,"November 18, 2018",2017,NR,61 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s5565,Movie,Title_5565,Director_1623,"Actor_751, Actor_2540, Actor_2145, Actor_2432, Actor_190",Spain,"August 20, 2022",2017,PG,143 min,Documentaries,A movie in the Documentaries genre from Spain.
s5566,Movie,Title_5566,Director_1806,"Actor_1405, Actor_1333, Actor_3976, Actor_691",United States,"April 3, 2020",2014,R,132 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s5567,TV Show,Title_5567,Director_1564,"Actor_80, Actor_1471, Actor_56",United States,"July 12, 2019",2005,TV-PG,1 Season,International TV Shows,A tv show in the International TV Shows genre from United States.
s5568,Movie,Title_5568,Director_104,"Actor_1114, Actor_182, Actor_2368, Actor_1309",United States,"April 6, 2022",2012,PG-13,111 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s5569,TV Show,Title_5569,Director_100,"Actor_1648, Actor_3306",United States,"September 11, 2019",2013,TV-14,4 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5570,Movie,Title_5570,Director_110,"Actor_4325, Actor_2599",India,"March 24, 2021",2013,TV-MA,62 min,Action & Adventure,A movie in the Action & Adventure genre from India.
s5571,TV Show,Title_5571,Director_328,"Actor_4965, Actor_2439, Actor_2268, Actor_3073, Actor_2511",Brazil,"October 8, 2019",2006,TV-PG,5 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from Brazil.
s5572,TV Show,Title_5572,Director_1003,"Actor_2798, Actor_4257, Actor_1754, Actor_2941, Actor_4039",United States,"January 19, 2021",2010,TV-MA,2 Seasons,TV Dramas,A tv show in the TV Dramas genre from United States.
s5573,TV Show,Title_5573,Director_1067,"Actor_3745, Actor_4742, Actor_4726",United States,"March 1, 2020",2018,TV-PG,6 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s5574,TV Show,Title_5574,Director_1009,"Actor_1153, Actor_3294, Actor_4119, Actor_73",India,"September 1, 2018",2011,TV-MA,2 Seasons,TV Comedies,A tv show in the TV Comedies genre from India.
s5575,Movie,Title_5575,Director_1734,"Actor_266, Actor_1806, Actor_624, Actor_3426",United States,"May 15, 2020",2016,R,72 min,Horror Movies,A movie in the Horror Movies genre from United States.
s5576,TV Show,Title_5576,Director_1372,"Actor_4589, Actor_55, Actor_949, Actor_1439, Actor_213",Japan,"December 1, 2020",2014,TV-MA,2 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from Japan.
s5577,TV Show,Title_5577,Director_944,"Actor_2517, Actor_3630",United States,"December 20, 2020",2008,TV-14,6 Seasons,Kids' TV,A tv show in the Kids' TV genre from United States.
s5578,Movie,Title_5578,Director_1107,"Actor_89, Actor_1616, Actor_4019, Actor_1332",India,"January 18, 2019",2013,G,102 min,Children & Family Movies,A movie in the Children & Family Movies genre from India.
s5579,Movie,Title_5579,Director_612,"Actor_4802, Actor_3341, Actor_141",United States,"September 21, 2022",2007,TV-MA,99 min,Anime Features,A movie in the Anime Features genre from United States.
s5580,TV Show,Title_5580,Director_1128,"Actor_1807, Actor_1138, Actor_1376, Actor_817",Mexico,"April 28, 2022",2022,TV-14,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from Mexico.
s5581,TV Show,Title_5581,Director_1032,"Actor_2872, Actor_1052, Actor_1999",United States,"July 28, 2022",2022,TV-MA,7 Seasons,Docuseries,A tv show in the Docuseries genre from United States.
s5582,TV Show,Title_5582,Director_1617,"Actor_2666, Actor_3668, Actor_2899, Actor_2564",India,"December 6, 2019",2010,TV-MA,1 Season,TV Dramas,A tv show in the TV Dramas genre from India.
s5583,Movie,Title_5583,Director_148,"Actor_4709, Actor_248, Actor_3863",United States,"December 9, 2020",2016,TV-MA,63 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s5584,Movie,Title_5584,Director_1414,"Actor_1522, Actor_1121",Japan,"October 5, 2017",2017,PG,91 min,Thrillers,A movie in the Thrillers genre from Japan.
s5585,Movie,Title_5585,Director_1347,"Actor_1279, Actor_1131, Actor_4304",United States,"November 1, 2021",2020,TV-14,90 min,Comedies,A movie in the Comedies genre from United States.
s5586,Movie,Title_5586,Director_889,"Actor_475, Actor_2885",India,"November 24, 2022",2012,PG-13,120 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s5587,Movie,Title_5587,Director_1658,"Actor_4779, Actor_4061, Actor_3883, Actor_3785, Actor_2763",United States,"February 1, 2017",2011,R,157 min,Dramas,A movie in the Dramas genre from United States.
s5588,Movie,Title_5588,Director_1893,"Actor_2421, Actor_1192, Actor_953, Actor_3623, Actor_4477",United States,"August 7, 2018",2018,TV-MA,110 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5589,Movie,Title_5589,Director_1474,"Actor_2187, Actor_1831",United States,"March 17, 2021",2011,NR,169 min,Crime Movies,A movie in the Crime Movies genre from United States.
s5590,Movie,Title_5590,Director_1136,"Actor_4385, Actor_3571",United States,"December 7, 2019",2009,TV-MA,154 min,Anime Features,A movie in the Anime Features genre from United States.
s5591,Movie,Title_5591,Director_654,"Actor_1073, Actor_3683, Actor_2622, Actor_1630",South Korea,"August 10, 2020",2008,PG-13,70 min,Comedies,A movie in the Comedies genre from South Korea.
s5592,Movie,Title_5592,Director_411,"Actor_3168, Actor_1312, Actor_4600",India,"March 24, 2023",2009,PG,92 min,Dramas,A movie in the Dramas genre from India.
s5593,Movie,Title_5593,Director_1336,"Actor_1999, Actor_4521",United States,"August 16, 2020",2009,TV-G,68 min,Thrillers,A movie in the Thrillers genre from United States.
s5594,TV Show,Title_5594,Director_1192,"Actor_1998, Actor_3538",South Korea,"November 9, 2018",2016,TV-PG,1 Season,Kids' TV,A tv show in the Kids' TV genre from South Korea.
s5595,Movie,Title_5595,Director_1333,"Actor_591, Actor_4922, Actor_247",Mexico,"March 19, 2020",2020,R,114 min,Children & Family Movies,A movie in the Children & Family Movies genre from Mexico.
s5596,Movie,Title_5596,Director_768,"Actor_2126, Actor_2347, Actor_4228, Actor_3982, Actor_188",United States,"May 1, 2019",2015,TV-G,129 min,Dramas,A movie in the Dramas genre from United States.
s5597,TV Show,Title_5597,Director_1231,"Actor_3885, Actor_1496",United States,"August 10, 2017",2010,TV-MA,5 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s5598,Movie,Title_5598,Director_300,"Actor_203, Actor_2710, Actor_3643",United States,"April 13, 2019",2019,PG-13,85 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s5599,TV Show,Title_5599,Director_1874,"Actor_4943, Actor_1987, Actor_1001, Actor_4368, Actor_2995",United States,"March 13, 2016",2015,TV-Y7,3 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s5600,Movie,Title_5600,Director_291,"Actor_1817, Actor_4928, Actor_2934, Actor_3195",Italy,"September 14, 2023",2011,TV-14,82 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Italy.
s5601,Movie,Title_5601,Director_521,"Actor_2393, Actor_4797, Actor_470",United States,"March 5, 2020",2014,TV-MA,146 min,Anime Features,A movie in the Anime Features genre from United States.
s5602,TV Show,Title_5602,Director_1796,"Actor_2087, Actor_2454, Actor_4596, Actor_1723",South Korea,"July 8, 2021",2011,TV-G,1 Season,Kids' TV,A tv show in the Kids' TV genre from South Korea.
s5603,TV Show,Title_5603,Director_1774,"Actor_90, Actor_575, Actor_4880, Actor_1847, Actor_3715",United States,"June 21, 2020",2014,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5604,Movie,Title_5604,Director_1101,"Actor_4026, Actor_1595",India,"July 24, 2019",2017,PG-13,123 min,Action & Adventure,A movie in the Action & Adventure genre from India.
s5605,TV Show,Title_5605,Director_215,"Actor_4201, Actor_182, Actor_3345, Actor_2881, Actor_2652",United States,"January 15, 2020",2008,TV-PG,3 Seasons,Anime Series,A tv show in the Anime Series genre from United States.
s5606,Movie,Title_5606,Director_536,"Actor_2403, Actor_1264, Actor_378, Actor_1243, Actor_105",Others,"April 3, 2020",2009,TV-MA,98 min,Dramas,A movie in the Dramas genre from Others.
s5607,Movie,Title_5607,Director_1070,"Actor_1693, Actor_2453",India,"August 12, 2021",2018,R,122 min,Romantic Movies,A movie in the Romantic Movies genre from India.
s5608,TV Show,Title_5608,Director_475,"Actor_4661, Actor_3153, Actor_3342, Actor_2030, Actor_3658",United States,"December 6, 2022",2019,TV-PG,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s5609,Movie,Title_5609,Director_1018,"Actor_3948, Actor_2070, Actor_468, Actor_2069, Actor_2856",United Kingdom,"October 16, 2022",2018,TV-MA,60 min,Romantic Movies,A movie in the Romantic Movies genre from United Kingdom.
s5610,TV Show,Title_5610,Director_175,"Actor_712, Actor_2843",Argentina,"June 27, 2021",2011,TV-14,6 Seasons,International TV Shows,A tv show in the International TV Shows genre from Argentina.
s5611,TV Show,Title_5611,Director_289,"Actor_4548, Actor_1020, Actor_1553, Actor_3320, Actor_1178",France,"October 28, 2022",2012,TV-14,7 Seasons,Anime Series,A tv show in the Anime Series genre from France.
s5612,Movie,Title_5612,Director_1883,"Actor_1631, Actor_4556, Actor_1940",United States,"August 16, 2021",2019,PG-13,158 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
